0.34,Ideal,D,626
0.43,Ideal,E,803
1.5,Very Good,H,10206
0.32,Premium,F,828
0.7,Premium,F,2838
0.71,Premium,I,1696
0.38,Premium,D,1117
0.91,Premium,D,3889
0.72,Very Good,G,3405
1.2,Very Good,E,12253
0.9,Ideal,F,4390
0.52,Very Good,G,1815
1.57,Premium,I,7484
0.72,Good,G,2333
1.02,Premium,F,4238
0.5,Premium,E,1654
0.46,Ideal,H,1338
1.51,Premium,G,15420
0.33,Ideal,H,666
0.39,Very Good,G,734
1.22,Ideal,E,7085
1.54,Very Good,F,13735
0.44,Ideal,E,1334
0.31,Premium,G,1046
0.3,Ideal,E,658
0.31,Very Good,E,544
0.81,Premium,G,3193
1.01,Very Good,G,6152
0.51,Ideal,H,1354
0.4,Ideal,I,1035
0.9,Ideal,D,8979
0.92,Ideal,H,4325
0.31,Ideal,F,583
0.35,Ideal,H,523
2.02,Ideal,I,14027
0.52,Ideal,G,2387
2.32,Premium,J,14666
2.01,Very Good,J,12084
0.9,Ideal,I,3805
0.77,Ideal,G,3544
2.01,Ideal,G,16922
0.7,Very Good,J,1959
0.34,Premium,E,765
1.37,Ideal,G,6730
1.74,Good,I,8731
1.01,Good,D,5443
2.05,Ideal,E,18193
1.01,Ideal,G,4783
0.3,Ideal,H,475
0.64,Very Good,E,2222
0.41,Ideal,F,1107
0.52,Ideal,D,1600
0.3,Ideal,F,802
1.53,Premium,H,11127
0.31,Ideal,E,680
1.5,Premium,F,8770
1.0,Fair,G,5853
0.92,Premium,D,4096
1.07,Very Good,G,6355
2.07,Ideal,H,18198
0.38,Premium,D,1400
1.23,Ideal,H,6439
0.25,Very Good,D,533
0.32,Premium,G,645
0.81,Good,E,2608
1.52,Fair,H,7388
0.54,Very Good,F,1813
0.35,Premium,E,767
0.7,Ideal,E,2436
0.9,Very Good,E,4315
1.01,Ideal,I,4808
0.3,Very Good,F,605
0.3,Very Good,H,675
0.8,Very Good,F,2862
0.36,Ideal,F,862
0.27,Ideal,G,490
0.55,Ideal,G,1815
2.01,Very Good,F,17244
1.51,Very Good,D,10546
0.3,Ideal,H,665
0.52,Ideal,D,1600
0.3,Ideal,E,838
1.0,Fair,F,3265
1.75,Ideal,I,12127
1.75,Ideal,J,8840
1.02,Very Good,H,4688
1.04,Ideal,E,10019
1.17,Very Good,D,6062
0.43,Very Good,F,681
0.77,Good,I,2184
0.24,Very Good,E,419
1.11,Good,H,4456
0.82,Premium,E,3697
0.5,Fair,F,1031
0.51,Ideal,F,1146
1.34,Premium,D,7438
1.7,Premium,I,10331
1.22,Ideal,I,6459
0.31,Premium,G,544
0.38,Very Good,F,1060
0.71,Good,I,1840
1.35,Premium,H,8062
0.32,Very Good,I,673
1.51,Premium,H,10020
0.42,Ideal,G,1103
0.5,Ideal,E,1676
2.01,Good,H,14426
1.23,Premium,E,9037
1.0,Good,G,5766
0.33,Premium,D,492
0.3,Ideal,H,514
0.7,Very Good,H,1999
0.42,Premium,E,1024
0.5,Ideal,G,2104
0.9,Good,H,3919
0.9,Good,G,3669
2.01,Premium,H,16733
0.31,Premium,I,435
0.52,Ideal,G,2029
0.9,Premium,D,4304
1.01,Premium,H,6702
0.91,Premium,D,4969
0.72,Very Good,J,2093
0.41,Good,F,705
0.52,Ideal,F,2137
0.42,Very Good,G,854
1.17,Premium,G,7666
0.31,Ideal,F,878
1.01,Ideal,G,6964
0.7,Very Good,H,2558
1.16,Ideal,G,9901
0.63,Good,J,1134
0.41,Ideal,D,1015
0.37,Ideal,F,746
0.53,Ideal,J,1042
0.34,Premium,F,745
1.02,Ideal,G,7898
1.52,Premium,D,12502
1.01,Ideal,H,4559
1.01,Premium,D,3337
0.61,Ideal,G,3008
0.31,Ideal,E,872
1.01,Very Good,G,3577
1.01,Good,F,5988
0.31,Very Good,H,457
1.14,Ideal,F,9074
1.13,Premium,G,6561
1.04,Premium,G,6290
2.01,Good,H,18340
0.79,Premium,D,2853
0.71,Ideal,E,2681
0.9,Ideal,G,5540
1.08,Very Good,H,5155
0.7,Fair,D,3296
1.53,Premium,H,10889
1.0,Very Good,E,4321
1.51,Ideal,F,12459
0.75,Fair,F,2102
0.4,Ideal,D,1050
1.58,Ideal,E,17894
0.33,Very Good,G,621
0.35,Ideal,D,1063
0.85,Ideal,I,3548
0.24,Premium,G,554
1.01,Premium,F,5096
0.51,Very Good,I,1105
0.3,Premium,G,605
0.84,Ideal,D,3685
0.52,Ideal,G,2012
0.7,Ideal,H,3167
0.56,Ideal,G,1580
0.52,Ideal,F,2188
0.23,Very Good,E,505
0.31,Very Good,G,625
0.55,Ideal,H,1248
1.03,Good,D,3743
1.32,Ideal,I,7480
0.73,Very Good,E,3353
0.57,Ideal,E,2447
1.06,Ideal,G,8093
1.23,Premium,H,7577
1.13,Very Good,F,4282
0.72,Very Good,D,3375
0.32,Ideal,E,825
0.34,Ideal,E,596
0.43,Ideal,H,716
1.19,Premium,H,5622
0.57,Premium,F,1760
0.31,Good,G,544
0.44,Premium,G,1063
1.28,Very Good,I,6726
0.51,Ideal,F,1836
1.12,Ideal,G,5018
1.02,Premium,H,5171
1.15,Ideal,F,10316
0.35,Very Good,E,767
0.25,Very Good,E,548
1.21,Fair,J,4147
1.5,Very Good,J,5141
0.5,Good,F,1043
0.3,Ideal,D,911
1.11,Very Good,H,5335
0.36,Very Good,H,865
1.07,Premium,D,5704
0.3,Premium,F,658
1.5,Good,J,8467
0.32,Ideal,F,702
1.66,Premium,E,10553
1.02,Ideal,G,4291
0.33,Premium,I,594
0.31,Premium,G,695
0.31,Ideal,F,680
0.5,Premium,G,1006
0.31,Ideal,G,853
0.4,Very Good,F,737
0.58,Very Good,E,1641
0.41,Premium,G,961
0.32,Very Good,F,645
0.33,Very Good,G,868
0.75,Ideal,D,3961
0.37,Premium,F,746
1.09,Ideal,G,8057
1.02,Ideal,F,4832
1.02,Fair,E,5350
0.7,Good,E,2569
0.39,Fair,E,601
1.51,Good,G,12756
0.34,Ideal,D,1133
1.01,Good,E,5646
0.2,Ideal,D,367
0.97,Premium,F,3993
1.13,Ideal,H,3678
0.42,Good,F,926
0.29,Very Good,D,664
0.32,Premium,H,645
1.24,Ideal,I,6232
0.39,Ideal,J,581
1.24,Premium,I,4375
1.04,Good,J,3204
1.0,Premium,E,9050
0.44,Premium,H,759
0.8,Ideal,E,3890
0.51,Premium,G,1312
0.3,Premium,E,540
1.07,Very Good,G,4201
0.9,Premium,E,3609
2.03,Ideal,J,14579
1.03,Very Good,H,4932
0.4,Premium,J,1063
0.31,Premium,E,930
0.35,Premium,I,491
1.09,Ideal,F,8730
1.25,Premium,H,6783
0.41,Ideal,G,1431
0.91,Very Good,D,3910
0.62,Ideal,D,1927
0.71,Fair,F,2707
0.31,Ideal,H,628
0.58,Premium,D,1879
0.63,Premium,E,2765
1.42,Good,F,9542
2.0,Very Good,J,12342
0.3,Ideal,E,895
0.3,Ideal,G,764
0.5,Very Good,D,1804
0.52,Ideal,E,1577
0.56,Very Good,F,1929
1.15,Ideal,H,4315
0.65,Premium,F,1853
0.55,Ideal,F,1819
1.21,Ideal,F,6261
0.34,Ideal,I,537
0.81,Ideal,I,2439
0.38,Ideal,F,1397
0.32,Ideal,D,758
2.03,Premium,D,18286
1.16,Premium,H,5554
0.5,Ideal,E,1676
1.15,Very Good,H,7040
1.69,Premium,F,14242
1.93,Very Good,I,13278
0.51,Premium,G,1974
1.01,Ideal,H,4513
0.32,Ideal,H,529
0.3,Ideal,E,895
0.41,Ideal,F,1107
0.31,Premium,I,523
0.59,Ideal,E,1941
0.71,Very Good,F,2266
0.54,Ideal,G,1637
1.5,Good,J,7177
1.01,Premium,G,4338
0.72,Premium,F,2646
1.29,Very Good,F,4977
0.7,Ideal,E,2952
1.02,Good,E,4443
1.04,Ideal,I,4484
0.3,Ideal,E,658
0.3,Premium,J,368
1.16,Ideal,E,5001
0.3,Fair,F,496
1.01,Very Good,G,3507
0.7,Very Good,I,2147
0.7,Ideal,F,3683
0.4,Premium,F,1080
1.2,Good,H,5085
0.55,Ideal,D,1928
0.91,Fair,D,3079
0.41,Ideal,H,683
0.34,Good,G,714
1.0,Very Good,I,3640
1.52,Very Good,H,8408
0.43,Very Good,G,998
2.0,Premium,H,14126
2.49,Fair,J,6289
1.51,Fair,I,5074
1.2,Fair,I,2376
0.5,Ideal,E,1624
0.3,Premium,H,473
0.83,Ideal,F,4417
1.23,Very Good,H,6039
1.06,Ideal,G,4541
0.92,Ideal,G,4405
0.53,Ideal,E,3323
0.7,Premium,F,2648
0.31,Very Good,F,754
0.46,Ideal,F,1643
0.33,Premium,F,705
1.51,Ideal,D,13588
0.62,Ideal,G,1395
1.21,Premium,F,8877
1.02,Premium,H,3998
0.4,Premium,I,842
0.41,Premium,J,994
0.35,Ideal,G,741
0.94,Premium,G,4106
0.31,Very Good,F,663
0.71,Premium,H,2364
0.39,Very Good,I,817
1.19,Ideal,E,5598
1.52,Fair,G,10623
0.57,Premium,E,1429
1.03,Very Good,G,6539
0.27,Very Good,H,445
1.1,Premium,H,4004
0.56,Ideal,J,1094
0.46,Ideal,I,974
0.7,Fair,I,1014
0.3,Ideal,G,776
0.4,Ideal,E,1158
1.02,Premium,I,4227
0.58,Good,F,2084
0.26,Ideal,E,733
1.01,Premium,G,6759
0.91,Premium,G,2813
0.41,Ideal,E,969
0.52,Ideal,G,1689
0.31,Ideal,G,645
0.3,Very Good,G,638
1.21,Good,J,6299
1.13,Premium,H,3480
0.61,Good,F,2076
0.32,Very Good,G,612
0.71,Very Good,F,2662
0.56,Ideal,G,2167
0.76,Very Good,I,2120
0.3,Premium,F,605
0.5,Good,G,1764
2.1,Fair,F,15827
0.51,Ideal,F,1591
0.56,Ideal,G,2442
0.7,Very Good,I,2367
0.7,Premium,H,2155
0.72,Fair,E,2125
1.0,Ideal,E,5331
0.31,Very Good,G,625
0.71,Good,E,2651
0.91,Premium,D,4663
0.54,Ideal,F,2977
0.35,Premium,H,1024
1.47,Very Good,G,11060
2.03,Premium,G,18680
0.52,Premium,E,1037
1.06,Premium,H,5783
1.04,Very Good,E,8748
1.01,Very Good,E,6771
1.02,Premium,G,6087
1.51,Premium,H,10548
0.72,Ideal,I,1927
0.31,Very Good,F,914
1.02,Very Good,H,4884
0.49,Fair,D,1249
0.83,Ideal,H,1863
1.75,Very Good,J,10681
0.71,Ideal,F,3041
0.27,Ideal,E,799
0.74,Very Good,E,2391
0.5,Premium,H,1156
2.01,Very Good,J,12968
1.2,Very Good,G,8150
2.2,Premium,H,11147
0.34,Ideal,D,2287
0.91,Ideal,E,3665
0.35,Ideal,E,773
0.3,Ideal,F,475
0.94,Good,I,3079
0.42,Premium,H,992
0.26,Very Good,E,597
0.3,Ideal,E,812
0.34,Premium,F,880
1.73,Very Good,I,10761
1.01,Fair,H,4044
1.0,Good,F,5864
0.3,Ideal,G,665
1.52,Premium,F,15792
2.09,Very Good,F,15773
1.02,Very Good,I,5013
0.75,Very Good,I,2300
0.53,Very Good,J,1106
1.6,Premium,G,11189
1.51,Very Good,J,6942
1.03,Ideal,H,4382
1.04,Premium,G,4277
1.52,Ideal,F,16055
0.53,Ideal,F,1078
0.9,Very Good,E,4580
0.43,Ideal,H,857
1.03,Premium,D,4764
0.3,Very Good,E,526
0.31,Ideal,I,498
0.33,Ideal,E,928
0.57,Ideal,E,2068
0.78,Ideal,I,2852
1.21,Ideal,I,5556
1.01,Good,F,7915
0.3,Premium,I,608
0.91,Fair,E,4256
1.5,Premium,G,10219
1.36,Ideal,F,12608
0.71,Ideal,E,2404
0.33,Premium,F,854
0.3,Very Good,D,447
0.37,Premium,D,989
0.38,Ideal,F,1117
0.32,Ideal,G,842
0.56,Ideal,G,2442
0.71,Ideal,G,2930
1.21,Premium,H,6056
0.61,Ideal,E,2485
1.11,Premium,G,6713
1.03,Ideal,F,6751
0.5,Good,D,2065
0.75,Premium,D,2484
0.8,Good,F,3283
1.28,Ideal,H,5676
1.36,Ideal,G,8927
1.73,Fair,H,6007
1.01,Premium,H,5303
1.01,Premium,G,6843
0.31,Good,D,571
1.01,Premium,G,4269
0.34,Premium,H,672
0.42,Ideal,D,1103
0.7,Very Good,E,2421
0.72,Ideal,J,2249
0.4,Ideal,E,1180
2.0,Fair,I,9610
0.33,Ideal,G,854
0.59,Premium,H,1886
0.61,Ideal,E,2373
0.5,Premium,D,1683
0.54,Premium,G,1847
0.52,Ideal,G,1150
1.06,Good,I,5293
0.71,Ideal,E,2891
1.5,Fair,H,6340
1.14,Premium,D,5809
0.7,Premium,G,2268
0.96,Premium,G,3355
0.31,Ideal,H,625
0.34,Premium,G,596
0.75,Premium,D,2337
1.0,Fair,E,4265
0.3,Ideal,F,828
0.33,Premium,G,854
0.35,Ideal,H,921
1.2,Ideal,I,7079
1.3,Premium,H,7498
0.31,Very Good,G,698
1.83,Very Good,E,12379
1.02,Premium,F,6220
1.16,Premium,F,4476
1.35,Premium,G,9471
1.26,Very Good,F,5998
0.31,Ideal,G,891
0.34,Ideal,H,517
0.92,Ideal,E,3941
0.34,Ideal,H,689
1.09,Ideal,E,5035
0.81,Premium,F,3230
0.4,Ideal,I,1053
0.39,Premium,J,921
1.13,Premium,H,4619
0.3,Fair,G,790
1.7,Ideal,D,12190
0.9,Fair,I,2873
0.35,Premium,G,706
1.7,Very Good,H,12228
0.38,Premium,J,658
0.41,Premium,E,999
0.56,Ideal,D,1814
0.35,Ideal,G,706
0.23,Very Good,E,472
1.8,Ideal,F,16364
1.01,Premium,G,4327
1.01,Very Good,H,4669
0.7,Very Good,G,2676
0.71,Premium,F,2633
0.24,Ideal,F,419
1.09,Ideal,G,4586
0.7,Good,H,2347
0.92,Very Good,G,3817
1.08,Ideal,G,7635
0.4,Ideal,I,770
0.7,Ideal,E,2061
1.52,Ideal,D,15922
1.53,Ideal,H,10153
0.61,Ideal,H,1706
0.9,Premium,D,4427
0.52,Good,G,1244
1.0,Fair,H,4861
0.52,Premium,D,2553
0.27,Ideal,E,620
1.54,Very Good,D,16750
0.3,Ideal,H,650
1.6,Premium,G,11818
0.35,Premium,G,522
0.9,Very Good,H,3919
0.31,Very Good,D,736
0.52,Very Good,E,1330
1.12,Premium,G,5233
0.32,Ideal,E,900
0.3,Ideal,E,844
0.9,Very Good,E,3526
1.22,Premium,G,8739
0.3,Premium,H,540
1.04,Ideal,H,5416
2.15,Very Good,H,17065
0.5,Premium,F,1764
0.56,Ideal,D,2066
0.3,Ideal,G,863
0.51,Ideal,I,1575
0.51,Good,G,1029
0.7,Very Good,F,2812
0.8,Ideal,D,4170
1.09,Very Good,H,5551
0.7,Premium,D,2536
2.35,Premium,I,17294
0.31,Ideal,F,921
0.56,Ideal,E,1819
1.57,Premium,G,10914
0.9,Premium,J,3141
0.83,Very Good,G,2543
0.9,Good,F,4232
0.31,Ideal,F,815
1.0,Good,D,2657
1.25,Ideal,H,4900
0.38,Very Good,E,866
0.71,Good,G,2258
0.3,Premium,D,710
0.31,Ideal,D,766
0.7,Very Good,J,1788
0.36,Premium,J,421
0.73,Ideal,G,3411
0.7,Premium,F,2669
0.41,Premium,E,1431
0.91,Premium,E,5055
0.58,Very Good,H,1332
0.4,Ideal,G,1239
0.34,Premium,F,1020
1.05,Good,F,4729
0.31,Premium,E,924
1.57,Ideal,J,9683
0.42,Very Good,D,810
0.8,Ideal,E,3630
0.3,Very Good,D,863
0.39,Ideal,F,988
0.31,Ideal,H,802
1.0,Ideal,D,5775
0.91,Fair,I,2129
0.41,Ideal,F,1085
0.32,Ideal,E,1044
0.95,Very Good,E,3590
1.03,Ideal,D,9798
1.07,Ideal,G,8895
0.73,Very Good,E,2760
1.04,Premium,H,5344
1.05,Ideal,G,7027
0.7,Premium,G,2352
0.41,Ideal,F,1192
0.3,Very Good,F,858
1.12,Premium,H,4077
1.21,Premium,G,8402
0.39,Premium,E,1126
1.54,Premium,H,11769
1.07,Ideal,G,6324
0.71,Very Good,G,2482
1.01,Fair,G,4887
0.63,Ideal,D,2313
0.5,Ideal,E,1337
1.0,Ideal,F,6804
1.01,Good,F,6089
0.54,Ideal,F,2231
1.21,Premium,H,4743
1.0,Premium,G,6606
0.23,Very Good,E,465
1.01,Premium,G,4672
0.31,Very Good,F,500
1.14,Ideal,I,5096
0.7,Good,E,1758
0.32,Premium,E,1080
0.31,Ideal,E,767
0.92,Premium,G,4287
1.29,Premium,H,6588
1.07,Premium,D,18279
0.54,Ideal,D,1993
0.71,Premium,G,2388
0.31,Ideal,G,789
0.4,Ideal,J,598
2.01,Fair,J,14402
0.51,Premium,E,1831
0.96,Ideal,H,4213
0.55,Very Good,D,1580
1.01,Very Good,E,6552
0.32,Ideal,G,450
0.56,Ideal,E,2010
0.31,Ideal,G,891
0.76,Ideal,H,3016
0.76,Premium,D,2706
1.02,Very Good,H,4039
0.54,Ideal,F,1669
0.51,Good,E,1841
0.31,Ideal,G,687
0.31,Ideal,F,901
0.2,Premium,E,345
1.08,Ideal,G,5352
0.77,Very Good,J,1843
1.0,Good,H,4276
0.29,Premium,I,334
2.26,Very Good,D,18028
1.22,Very Good,J,4652
1.2,Ideal,I,7367
1.0,Ideal,D,5880
0.42,Ideal,G,1235
0.71,Very Good,F,2036
0.59,Good,I,1427
2.21,Very Good,I,17784
2.06,Good,H,16512
2.11,Premium,H,13233
1.17,Ideal,G,6419
0.33,Ideal,D,1062
1.0,Fair,D,5331
0.72,Ideal,F,3330
1.0,Fair,G,2723
1.24,Ideal,H,7222
0.94,Ideal,D,4575
1.21,Premium,I,5276
0.72,Good,H,1799
0.41,Premium,G,1061
0.41,Ideal,G,961
0.74,Very Good,E,2803
0.74,Very Good,E,2728
0.42,Ideal,G,1289
0.3,Premium,H,878
1.16,Good,G,3644
1.74,Very Good,I,10823
0.3,Ideal,I,608
1.01,Premium,I,3761
0.5,Ideal,E,1317
0.91,Premium,I,3620
0.72,Ideal,E,3874
1.0,Very Good,D,5621
0.32,Premium,D,756
0.3,Very Good,G,581
0.52,Ideal,E,1793
1.2,Good,I,4752
1.2,Very Good,F,9331
0.42,Ideal,E,898
0.3,Very Good,I,394
0.56,Ideal,G,1698
0.9,Very Good,D,4693
0.91,Very Good,H,4012
1.51,Good,I,7255
1.01,Premium,F,7017
0.7,Good,I,2010
0.57,Ideal,H,1929
0.37,Ideal,J,624
1.57,Premium,H,11415
0.24,Very Good,D,419
0.4,Very Good,G,840
0.27,Very Good,G,439
0.4,Ideal,E,951
0.71,Ideal,F,3199
1.5,Ideal,I,5510
0.9,Good,H,2889
0.7,Very Good,I,2294
0.34,Very Good,G,880
0.58,Very Good,H,1239
0.58,Ideal,D,2590
0.51,Very Good,F,1627
0.9,Very Good,G,3649
1.01,Ideal,E,10789
1.0,Very Good,E,5865
0.35,Ideal,G,1001
0.4,Good,E,687
1.02,Ideal,E,6854
1.02,Premium,E,5655
0.54,Ideal,F,1307
0.39,Ideal,I,1047
0.33,Ideal,G,838
0.35,Premium,H,441
1.01,Ideal,E,7240
0.41,Premium,E,935
0.3,Good,H,432
0.3,Premium,G,630
0.4,Very Good,E,1075
1.21,Ideal,G,7666
0.32,Ideal,G,828
0.41,Ideal,H,1243
1.01,Ideal,F,7465
0.3,Very Good,E,755
1.57,Premium,E,17175
0.73,Very Good,I,2565
1.0,Very Good,G,6699
2.36,Good,J,12286
0.7,Premium,F,2268
0.53,Ideal,D,2021
0.7,Very Good,E,2671
0.4,Very Good,D,1263
1.04,Very Good,H,4332
1.23,Premium,H,6957
0.51,Premium,F,1349
0.26,Ideal,G,545
0.7,Very Good,E,3295
0.71,Very Good,F,2319
0.5,Very Good,E,1554
0.34,Very Good,I,626
0.71,Premium,H,2112
0.54,Ideal,F,1065
0.97,Ideal,F,3884
1.03,Premium,F,4586
1.51,Very Good,E,14709
0.9,Very Good,E,4707
0.53,Ideal,F,1832
0.72,Ideal,F,2863
0.9,Premium,E,3701
2.27,Ideal,G,18343
1.26,Ideal,G,10916
0.53,Ideal,E,1769
0.41,Ideal,I,753
0.33,Premium,D,1207
0.9,Very Good,H,3447
1.02,Ideal,I,4685
0.6,Premium,F,1272
1.23,Ideal,G,11182
0.43,Ideal,E,1094
1.1,Premium,F,9486
0.35,Ideal,H,773
0.52,Ideal,G,1758
1.25,Premium,I,5925
0.93,Premium,E,4739
0.34,Premium,G,939
0.91,Ideal,J,3296
1.7,Very Good,G,17073
0.33,Very Good,D,778
0.5,Ideal,J,1188
1.05,Premium,E,6930
0.5,Very Good,E,1415
1.03,Ideal,G,4470
0.53,Ideal,E,2433
0.55,Ideal,E,1596
0.51,Very Good,G,1842
1.5,Premium,G,7098
0.3,Good,E,526
1.01,Premium,F,5988
1.01,Premium,E,4853
2.01,Very Good,I,13488
0.42,Premium,H,1096
0.43,Ideal,F,1580
1.35,Premium,F,6804
1.21,Premium,H,5871
0.41,Very Good,E,755
0.7,Ideal,D,2867
0.41,Very Good,E,906
0.57,Ideal,F,1637
0.58,Good,G,1388
0.4,Ideal,J,633
0.38,Ideal,D,1867
1.2,Ideal,G,5826
1.61,Very Good,I,7636
0.45,Very Good,F,1179
0.25,Ideal,H,445
0.41,Premium,F,1107
0.33,Ideal,I,579
0.33,Ideal,F,854
0.33,Ideal,I,743
0.34,Premium,E,612
1.39,Premium,E,7311
0.55,Ideal,G,1417
0.66,Good,F,2138
0.4,Ideal,H,540
1.01,Very Good,E,4986
0.34,Premium,G,1071
0.31,Ideal,D,593
0.72,Ideal,G,3478
0.51,Ideal,G,1287
0.9,Good,J,2729
2.0,Premium,H,12210
1.17,Very Good,G,5595
0.51,Premium,G,1781
1.04,Premium,D,6814
1.21,Very Good,I,5672
0.54,Ideal,G,2060
0.41,Premium,D,1356
1.01,Good,D,6612
1.5,Ideal,H,10080
1.51,Premium,G,14375
0.23,Very Good,F,402
0.7,Good,G,2074
0.58,Premium,G,1990
1.14,Premium,H,6095
1.01,Good,E,5954
0.26,Premium,E,452
0.7,Ideal,E,2459
0.77,Ideal,E,2689
1.01,Ideal,G,6951
1.03,Ideal,G,4391
1.06,Premium,D,4903
1.55,Ideal,E,15293
1.22,Premium,G,8067
1.03,Ideal,G,7481
0.52,Very Good,F,1267
0.7,Very Good,E,2952
0.58,Very Good,D,1720
1.52,Very Good,G,11986
0.57,Ideal,F,1432
